KOActivity_1,KOActivity_2,KOActivity_3,Number of checks to be executed according to the suggestion,Minimum Check Number (Ideal Processing),Check Overprocessing
29558,IdCancellation,CreditDecision,PostFundingCancellation,3,3,0
29559,PostFundingCancellation,CreditDecision,IdCancellation,3,3,0
29560,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
29563,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
29566,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
29567,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
29576,CreditDecision,IdCancellation,PostFundingCancellation,3,1,2
29581,PostFundingCancellation,CreditDecision,IdCancellation,3,3,0
29582,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
29584,CreditDecision,IdCancellation,PostFundingCancellation,2,1,1
29594,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
29601,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
29607,CreditDecision,IdCancellation,PostFundingCancellation,2,1,1
29611,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
29630,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
29635,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
29642,CreditDecision,IdCancellation,PostFundingCancellation,3,1,2
29645,CreditDecision,IdCancellation,PostFundingCancellation,3,1,2
29649,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
29659,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
29662,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
29666,CreditDecision,IdCancellation,PostFundingCancellation,2,1,1
29672,CreditDecision,IdCancellation,PostFundingCancellation,3,1,2
29674,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
29678,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
29679,CreditDecision,IdCancellation,PostFundingCancellation,3,1,2
29682,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
29701,IdCancellation,PostFundingCancellation,CreditDecision,3,3,0
29709,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
29712,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
29716,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
29722,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
29727,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
29731,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
29732,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
29740,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
29752,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
29765,CreditDecision,IdCancellation,PostFundingCancellation,3,1,2
29783,PostFundingCancellation,CreditDecision,IdCancellation,3,3,0
29784,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
29787,IdCancellation,PostFundingCancellation,CreditDecision,3,3,0
29793,CreditDecision,IdCancellation,PostFundingCancellation,2,1,1
29798,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
29800,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
29804,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
29810,CreditDecision,IdCancellation,PostFundingCancellation,3,1,2
29812,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
29813,PostFundingCancellation,IdCancellation,CreditDecision,3,3,0
29820,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
29823,CreditDecision,IdCancellation,PostFundingCancellation,2,1,1
29828,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
29835,CreditDecision,IdCancellation,PostFundingCancellation,2,1,1
29839,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
29860,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
29864,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
29877,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
29879,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
29881,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
29886,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
29889,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
29898,CreditDecision,IdCancellation,PostFundingCancellation,2,1,1
29903,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
29918,IdCancellation,CreditDecision,PostFundingCancellation,3,3,0
29924,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
29936,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
29938,CreditDecision,IdCancellation,PostFundingCancellation,2,1,1
29960,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
29969,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
29970,IdCancellation,PostFundingCancellation,CreditDecision,3,3,0
29976,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
29981,CreditDecision,IdCancellation,PostFundingCancellation,2,1,1
29986,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
30009,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
30010,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
30015,IdCancellation,CreditDecision,PostFundingCancellation,3,3,0
30046,PostFundingCancellation,CreditDecision,IdCancellation,3,1,2
30053,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
30054,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
30067,CreditDecision,IdCancellation,PostFundingCancellation,2,1,1
30071,CreditDecision,IdCancellation,PostFundingCancellation,2,1,1
30081,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
30087,IdCancellation,CreditDecision,PostFundingCancellation,3,1,2
30095,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
30096,CreditDecision,IdCancellation,PostFundingCancellation,2,1,1
30097,CreditDecision,IdCancellation,PostFundingCancellation,2,1,1
30102,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
30105,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
30115,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
30121,CreditDecision,IdCancellation,PostFundingCancellation,2,1,1
30123,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
30133,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
30135,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
30138,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
30142,IdCancellation,CreditDecision,PostFundingCancellation,3,3,0
30153,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
30154,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
30156,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
30157,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
30159,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
30172,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
30178,PostFundingCancellation,CreditDecision,IdCancellation,3,1,2
30181,IdCancellation,PostFundingCancellation,CreditDecision,3,3,0
30184,IdCancellation,PostFundingCancellation,CreditDecision,3,3,0
30192,IdCancellation,PostFundingCancellation,CreditDecision,3,3,0
30193,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
30200,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
30201,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
30217,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
30220,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
30225,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
30229,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
30231,IdCancellation,CreditDecision,PostFundingCancellation,3,3,0
30233,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
30237,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
30239,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
30241,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
30247,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
30253,CreditDecision,IdCancellation,PostFundingCancellation,3,1,2
30262,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
30267,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
30272,PostFundingCancellation,CreditDecision,IdCancellation,3,3,0
30276,CreditDecision,IdCancellation,PostFundingCancellation,2,1,1
30281,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
30282,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
30284,CreditDecision,IdCancellation,PostFundingCancellation,2,1,1
30290,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
30299,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
30313,IdCancellation,PostFundingCancellation,CreditDecision,3,3,0
30322,CreditDecision,IdCancellation,PostFundingCancellation,2,1,1
30328,CreditDecision,IdCancellation,PostFundingCancellation,2,1,1
30330,CreditDecision,IdCancellation,PostFundingCancellation,2,1,1
30332,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
30334,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
30335,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
30348,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
30362,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
30364,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
30378,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
30399,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
30404,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
30407,CreditDecision,IdCancellation,PostFundingCancellation,3,1,2
30415,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
30418,IdCancellation,PostFundingCancellation,CreditDecision,3,3,0
30442,IdCancellation,CreditDecision,PostFundingCancellation,3,3,0
30461,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
30462,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
30463,PostFundingCancellation,CreditDecision,IdCancellation,3,3,0
30475,PostFundingCancellation,CreditDecision,IdCancellation,3,3,0
30477,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
30484,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
30487,IdCancellation,CreditDecision,PostFundingCancellation,3,3,0
30493,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
30505,CreditDecision,IdCancellation,PostFundingCancellation,2,1,1
30509,IdCancellation,PostFundingCancellation,CreditDecision,3,3,0
30516,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
30534,CreditDecision,IdCancellation,PostFundingCancellation,2,1,1
30535,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
30537,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
30604,PostFundingCancellation,CreditDecision,IdCancellation,3,1,2
30609,IdCancellation,CreditDecision,PostFundingCancellation,3,3,0
30612,CreditDecision,IdCancellation,PostFundingCancellation,3,1,2
30625,CreditDecision,IdCancellation,PostFundingCancellation,3,1,2
30628,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
30632,CreditDecision,IdCancellation,PostFundingCancellation,3,1,2
30638,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
30648,CreditDecision,IdCancellation,PostFundingCancellation,2,1,1
30664,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
30673,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
30688,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
30695,CreditDecision,IdCancellation,PostFundingCancellation,2,1,1
30697,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
30706,CreditDecision,IdCancellation,PostFundingCancellation,2,1,1
30707,CreditDecision,IdCancellation,PostFundingCancellation,2,1,1
30709,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
30713,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
30718,PostFundingCancellation,CreditDecision,IdCancellation,3,3,0
30726,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
30729,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
30733,PostFundingCancellation,CreditDecision,IdCancellation,3,3,0
30735,IdCancellation,CreditDecision,PostFundingCancellation,3,3,0
30754,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
30759,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
30764,IdCancellation,PostFundingCancellation,CreditDecision,3,3,0
30780,CreditDecision,IdCancellation,PostFundingCancellation,3,1,2
30784,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
30789,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
30791,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
30796,CreditDecision,IdCancellation,PostFundingCancellation,2,1,1
30797,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
30798,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
30801,CreditDecision,IdCancellation,PostFundingCancellation,3,1,2
30804,CreditDecision,IdCancellation,PostFundingCancellation,3,1,2
30817,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
30826,CreditDecision,IdCancellation,PostFundingCancellation,2,1,1
30834,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
30862,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
30870,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
30871,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
30881,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
30883,CreditDecision,IdCancellation,PostFundingCancellation,2,1,1
30888,CreditDecision,IdCancellation,PostFundingCancellation,2,1,1
30902,PostFundingCancellation,CreditDecision,IdCancellation,3,3,0
30908,CreditDecision,IdCancellation,PostFundingCancellation,2,1,1
30921,IdCancellation,PostFundingCancellation,CreditDecision,3,3,0
30923,IdCancellation,CreditDecision,PostFundingCancellation,3,3,0
30938,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
30957,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
30970,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
30973,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
30978,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
30979,IdCancellation,CreditDecision,PostFundingCancellation,3,3,0
30988,PostFundingCancellation,CreditDecision,IdCancellation,1,1,0
30995,CreditDecision,IdCancellation,PostFundingCancellation,3,1,2
30999,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
31006,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
31015,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
31019,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
31022,CreditDecision,IdCancellation,PostFundingCancellation,3,1,2
31030,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
31033,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
31040,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
31044,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
31050,CreditDecision,IdCancellation,PostFundingCancellation,3,1,2
31063,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
31066,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
31070,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
31080,CreditDecision,IdCancellation,PostFundingCancellation,3,1,2
31082,CreditDecision,IdCancellation,PostFundingCancellation,2,1,1
31084,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
31090,IdCancellation,CreditDecision,PostFundingCancellation,3,3,0
31091,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
31095,IdCancellation,CreditDecision,PostFundingCancellation,3,3,0
31099,PostFundingCancellation,IdCancellation,CreditDecision,3,3,0
31119,IdCancellation,PostFundingCancellation,CreditDecision,3,3,0
31138,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
31150,IdCancellation,CreditDecision,PostFundingCancellation,3,3,0
31151,CreditDecision,IdCancellation,PostFundingCancellation,2,1,1
31157,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
31166,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
31170,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
31183,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
31196,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
31223,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
31233,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
31238,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
31239,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
31248,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
31250,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
31257,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
31265,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
31281,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
31287,CreditDecision,IdCancellation,PostFundingCancellation,2,1,1
31290,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
31301,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
31302,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
31305,CreditDecision,IdCancellation,PostFundingCancellation,2,1,1
31306,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
31313,CreditDecision,IdCancellation,PostFundingCancellation,2,1,1
31314,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
31319,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
