Case ID,Activity,Resource,Complete Timestamp,Variant,(case) channel,(case) department,(case) group,(case) responsible,concept:instance,lifecycle:transition,org:group
case-7189,T10 Determine necessity to stop indication,Resource02,2011/04/27 10:05:43.709,Variant 1,e-mail,General,,Resource02,task-22270,complete,Group 1
case-7189,End,End,2011/04/27 10:05:43.709,Variant 1,End,End,End,End,End,End,End
case-7192,Confirmation of receipt,Resource07,2011/05/02 13:40:33.789,Variant 1,Internet,General,Group 8,Resource32,task-22137,complete,EMPTY
case-7192,T02 Check confirmation of receipt,Resource07,2011/05/02 13:40:51.173,Variant 1,Internet,General,Group 8,Resource32,task-23103,complete,Group 4
case-7192,T04 Determine confirmation of receipt,Resource07,2011/05/02 13:53:14.048,Variant 1,Internet,General,Group 8,Resource32,task-23106,complete,Group 3
case-7192,T05 Print and send confirmation of receipt,Resource07,2011/05/02 13:53:26.198,Variant 1,Internet,General,Group 8,Resource32,task-23118,complete,Group 2
case-7192,T06 Determine necessity of stop advice,Resource07,2011/05/02 13:53:39.950,Variant 1,Internet,General,Group 8,Resource32,task-23104,complete,Group 1
case-7192,T10 Determine necessity to stop indication,Resource01,2011/05/13 16:15:39.662,Variant 1,Internet,General,Group 8,Resource32,task-23120,complete,Group 1
case-7192,End,End,2011/05/13 16:15:39.662,Variant 1,End,End,End,End,End,End,End
case-7194,Confirmation of receipt,Resource02,2011/04/28 12:47:22.008,Variant 1,Internet,General,,Resource02,task-22147,complete,EMPTY
case-7194,T02 Check confirmation of receipt,Resource02,2011/04/28 12:47:38.784,Variant 1,Internet,General,,Resource02,task-22572,complete,Group 4
case-7194,T04 Determine confirmation of receipt,Resource02,2011/04/28 12:47:51.670,Variant 1,Internet,General,,Resource02,task-22574,complete,Group 3
case-7194,T05 Print and send confirmation of receipt,Resource02,2011/04/28 12:48:08.802,Variant 1,Internet,General,,Resource02,task-22575,complete,Group 2
case-7194,T06 Determine necessity of stop advice,Resource02,2011/04/28 12:57:56.151,Variant 1,Internet,General,,Resource02,task-22573,complete,Group 1
case-7194,T10 Determine necessity to stop indication,Resource02,2011/04/28 12:58:15.231,Variant 1,Internet,General,,Resource02,task-22576,complete,Group 1
case-7194,End,End,2011/04/28 12:58:15.231,Variant 1,End,End,End,End,End,End,End
case-7197,Confirmation of receipt,Resource07,2011/05/02 13:59:09.915,Variant 1,Internet,General,,Resource01,task-22180,complete,EMPTY
case-7197,T02 Check confirmation of receipt,Resource07,2011/05/02 13:59:31.403,Variant 1,Internet,General,,Resource01,task-23128,complete,Group 4
case-7197,T04 Determine confirmation of receipt,Resource07,2011/05/02 13:59:50.226,Variant 1,Internet,General,,Resource01,task-23130,complete,Group 3
case-7197,T05 Print and send confirmation of receipt,Resource07,2011/05/02 14:00:11.220,Variant 1,Internet,General,,Resource01,task-23133,complete,Group 2
case-7197,T06 Determine necessity of stop advice,Resource07,2011/05/02 14:00:36.051,Variant 1,Internet,General,,Resource01,task-23129,complete,Group 1
case-7197,T10 Determine necessity to stop indication,Resource01,2011/05/18 13:11:22.479,Variant 1,Internet,General,,Resource01,task-23140,complete,Group 1
case-7197,End,End,2011/05/18 13:11:22.479,Variant 1,End,End,End,End,End,End,End
case-7233,Confirmation of receipt,Resource02,2011/05/02 13:59:54.065,Variant 1,Desk,General,,Resource02,task-22343,complete,EMPTY
case-7233,T02 Check confirmation of receipt,Resource02,2011/05/02 14:00:15.762,Variant 1,Desk,General,,Resource02,task-23134,complete,Group 4
case-7233,T04 Determine confirmation of receipt,Resource02,2011/05/02 14:00:33.228,Variant 1,Desk,General,,Resource02,task-23137,complete,Group 3
case-7233,T05 Print and send confirmation of receipt,Resource02,2011/05/02 14:01:08.708,Variant 1,Desk,General,,Resource02,task-23139,complete,Group 2
case-7233,T06 Determine necessity of stop advice,Resource02,2011/05/02 14:52:13.021,Variant 1,Desk,General,,Resource02,task-23135,complete,Group 1
case-7233,T10 Determine necessity to stop indication,Resource02,2011/05/02 15:40:02.740,Variant 1,Desk,General,,Resource02,task-23167,complete,Group 1
case-7233,End,End,2011/05/02 15:40:02.740,Variant 1,End,End,End,End,End,End,End
case-7256,Confirmation of receipt,Resource05,2011/05/10 16:39:31.734,Variant 4,Internet,General,Group 5,Resource05,task-22644,complete,EMPTY
case-7256,T02 Check confirmation of receipt,Resource05,2011/05/10 16:39:48.916,Variant 4,Internet,General,Group 5,Resource05,task-24300,complete,Group 4
case-7256,T04 Determine confirmation of receipt,Resource05,2011/05/10 16:40:05.495,Variant 4,Internet,General,Group 5,Resource05,task-24302,complete,Group 3
case-7256,T06 Determine necessity of stop advice,Resource05,2011/05/10 16:40:45.356,Variant 4,Internet,General,Group 5,Resource05,task-24301,complete,Group 1
case-7256,T10 Determine necessity to stop indication,Resource05,2011/05/10 16:41:00.734,Variant 4,Internet,General,Group 5,Resource05,task-24304,complete,Group 1
case-7256,T05 Print and send confirmation of receipt,admin1,2011/05/11 13:36:52.461,Variant 4,Internet,General,Group 5,Resource05,task-24303,complete,Group 2
case-7256,End,End,2011/05/11 13:36:52.461,Variant 4,End,End,End,End,End,End,End
case-7264,Confirmation of receipt,Resource15,2011/05/04 12:12:18.601,Variant 4,Internet,General,Group 5,Resource13,task-22745,complete,EMPTY
case-7264,T02 Check confirmation of receipt,Resource15,2011/05/04 12:12:34.732,Variant 4,Internet,General,Group 5,Resource13,task-23709,complete,Group 4
case-7264,T04 Determine confirmation of receipt,Resource15,2011/05/04 12:12:46.880,Variant 4,Internet,General,Group 5,Resource13,task-23711,complete,Group 3
case-7264,T06 Determine necessity of stop advice,Resource15,2011/05/11 09:36:33.250,Variant 4,Internet,General,Group 5,Resource13,task-23710,complete,Group 1
case-7264,T10 Determine necessity to stop indication,Resource15,2011/05/11 09:37:04.066,Variant 4,Internet,General,Group 5,Resource13,task-24372,complete,Group 1
case-7264,T05 Print and send confirmation of receipt,admin1,2011/05/11 13:08:59.203,Variant 4,Internet,General,Group 5,Resource13,task-23712,complete,Group 2
case-7264,End,End,2011/05/11 13:08:59.203,Variant 4,End,End,End,End,End,End,End
case-7265,Confirmation of receipt,Resource08,2011/05/04 09:42:05.468,Variant 12,Internet,General,,Resource08,task-22746,complete,EMPTY
case-7265,T02 Check confirmation of receipt,Resource08,2011/05/04 09:43:30.014,Variant 12,Internet,General,,Resource08,task-23611,complete,EMPTY
case-7265,T06 Determine necessity of stop advice,Resource08,2011/05/04 09:44:54.863,Variant 12,Internet,General,,Resource08,task-23612,complete,Group 1
case-7265,T04 Determine confirmation of receipt,Resource08,2011/05/04 09:45:10.390,Variant 12,Internet,General,,Resource08,task-23613,complete,EMPTY
case-7265,T10 Determine necessity to stop indication,Resource08,2011/05/04 09:45:29.534,Variant 12,Internet,General,,Resource08,task-23614,complete,Group 1
case-7265,T05 Print and send confirmation of receipt,Resource08,2011/05/04 11:13:34.508,Variant 12,Internet,General,,Resource08,task-23615,complete,EMPTY
case-7265,End,End,2011/05/04 11:13:34.508,Variant 12,End,End,End,End,End,End,End
case-7266,Confirmation of receipt,Resource13,2011/05/03 13:58:50.048,Variant 3,Internet,General,,Resource13,task-22750,complete,EMPTY
case-7266,T02 Check confirmation of receipt,Resource13,2011/05/03 13:59:36.876,Variant 3,Internet,General,,Resource13,task-23463,complete,EMPTY
case-7266,T06 Determine necessity of stop advice,Resource13,2011/05/04 08:13:08.933,Variant 3,Internet,General,,Resource13,task-23464,complete,Group 1
case-7266,T10 Determine necessity to stop indication,Resource13,2011/05/04 08:13:31.070,Variant 3,Internet,General,,Resource13,task-23574,complete,Group 1
case-7266,T04 Determine confirmation of receipt,Resource10,2011/05/09 09:24:46.118,Variant 3,Internet,General,,Resource13,task-23465,complete,Group 3
case-7266,T05 Print and send confirmation of receipt,admin1,2011/05/11 13:10:41.963,Variant 3,Internet,General,,Resource13,task-23850,complete,Group 2
case-7266,End,End,2011/05/11 13:10:41.963,Variant 3,End,End,End,End,End,End,End
case-7267,Confirmation of receipt,Resource07,2011/05/02 16:40:12.711,Variant 6,Internet,General,,Resource11,task-22762,complete,Group 1
case-7267,T02 Check confirmation of receipt,Resource07,2011/05/02 16:40:28.954,Variant 6,Internet,General,,Resource11,task-23238,complete,Group 4
case-7267,T06 Determine necessity of stop advice,Resource07,2011/05/02 16:40:41.287,Variant 6,Internet,General,,Resource11,task-23239,complete,Group 1
case-7267,T04 Determine confirmation of receipt,Resource07,2011/05/02 16:41:03.946,Variant 6,Internet,General,,Resource11,task-23240,complete,Group 3
case-7267,T05 Print and send confirmation of receipt,Resource07,2011/05/02 16:46:40.240,Variant 6,Internet,General,,Resource11,task-23242,complete,Group 2
case-7267,T10 Determine necessity to stop indication,Resource01,2011/05/18 14:15:00.039,Variant 6,Internet,General,,Resource11,task-23241,complete,Group 1
case-7267,End,End,2011/05/18 14:15:00.039,Variant 6,End,End,End,End,End,End,End
case-7268,Confirmation of receipt,Resource01,2011/05/10 14:30:54.631,Variant 1,Internet,General,,Resource01,task-22763,complete,EMPTY
case-7268,T02 Check confirmation of receipt,Resource01,2011/05/10 14:31:12.842,Variant 1,Internet,General,,Resource01,task-24227,complete,Group 4
case-7268,T04 Determine confirmation of receipt,Resource01,2011/05/10 14:31:30.791,Variant 1,Internet,General,,Resource01,task-24229,complete,Group 3
case-7268,T05 Print and send confirmation of receipt,Resource01,2011/05/10 14:31:44.332,Variant 1,Internet,General,,Resource01,task-24230,complete,Group 2
case-7268,T06 Determine necessity of stop advice,Resource01,2011/05/10 14:32:22.348,Variant 1,Internet,General,,Resource01,task-24228,complete,Group 1
case-7268,T10 Determine necessity to stop indication,Resource01,2011/05/10 14:32:55.781,Variant 1,Internet,General,,Resource01,task-24231,complete,Group 1
case-7268,End,End,2011/05/10 14:32:55.781,Variant 1,End,End,End,End,End,End,End
case-7269,Confirmation of receipt,Resource07,2011/05/02 16:59:17.860,Variant 1,Internet,General,,Resource11,task-22764,complete,Group 1
case-7269,T02 Check confirmation of receipt,Resource07,2011/05/02 16:59:57.843,Variant 1,Internet,General,,Resource11,task-23243,complete,Group 4
case-7269,T04 Determine confirmation of receipt,Resource07,2011/05/02 17:00:20.137,Variant 1,Internet,General,,Resource11,task-23246,complete,Group 3
case-7269,T05 Print and send confirmation of receipt,Resource07,2011/05/02 17:00:33.777,Variant 1,Internet,General,,Resource11,task-23247,complete,Group 2
case-7269,T06 Determine necessity of stop advice,Resource07,2011/05/02 17:00:45.588,Variant 1,Internet,General,,Resource11,task-23244,complete,Group 1
case-7269,T10 Determine necessity to stop indication,Resource01,2011/05/18 14:57:10.042,Variant 1,Internet,General,,Resource11,task-23248,complete,Group 1
case-7269,End,End,2011/05/18 14:57:10.042,Variant 1,End,End,End,End,End,End,End
case-7270,Confirmation of receipt,Resource18,2011/05/03 14:21:17.150,Variant 1,Desk,General,,Resource18,task-22770,complete,EMPTY
case-7270,T02 Check confirmation of receipt,Resource18,2011/05/03 14:21:36.349,Variant 1,Desk,General,,Resource18,task-23475,complete,Group 4
case-7270,T04 Determine confirmation of receipt,Resource18,2011/05/03 14:21:48.957,Variant 1,Desk,General,,Resource18,task-23477,complete,Group 3
case-7270,T05 Print and send confirmation of receipt,Resource18,2011/05/03 14:22:02.673,Variant 1,Desk,General,,Resource18,task-23478,complete,Group 2
case-7270,T06 Determine necessity of stop advice,Resource18,2011/06/06 15:25:05.865,Variant 1,Desk,General,,Resource18,task-23476,complete,Group 1
case-7270,T10 Determine necessity to stop indication,Resource18,2011/06/06 15:25:50.932,Variant 1,Desk,General,,Resource18,task-27859,complete,Group 1
case-7270,End,End,2011/06/06 15:25:50.932,Variant 1,End,End,End,End,End,End,End
case-7272,Confirmation of receipt,Resource15,2011/06/06 09:51:08.069,Variant 4,Internet,General,Group 5,Resource14,task-22787,complete,EMPTY
case-7272,T02 Check confirmation of receipt,Resource15,2011/06/06 09:51:25.556,Variant 4,Internet,General,Group 5,Resource14,task-27646,complete,Group 4
case-7272,T04 Determine confirmation of receipt,Resource15,2011/06/06 09:51:38.698,Variant 4,Internet,General,Group 5,Resource14,task-27648,complete,Group 3
case-7272,T06 Determine necessity of stop advice,Resource15,2011/06/06 09:52:14.255,Variant 4,Internet,General,Group 5,Resource14,task-27647,complete,Group 1
case-7272,T10 Determine necessity to stop indication,Resource15,2011/06/06 09:52:30.316,Variant 4,Internet,General,Group 5,Resource14,task-27650,complete,Group 1
case-7272,T05 Print and send confirmation of receipt,admin1,2011/06/16 15:49:37.432,Variant 4,Internet,General,Group 5,Resource14,task-27649,complete,Group 2
case-7272,End,End,2011/06/16 15:49:37.432,Variant 4,End,End,End,End,End,End,End
case-7273,Confirmation of receipt,Resource02,2011/05/03 16:35:48.714,Variant 6,Internet,General,,Resource02,task-22815,complete,EMPTY
case-7273,T02 Check confirmation of receipt,Resource02,2011/05/03 16:36:06.221,Variant 6,Internet,General,,Resource02,task-23550,complete,Group 4
case-7273,T06 Determine necessity of stop advice,Resource02,2011/05/03 16:38:51.947,Variant 6,Internet,General,,Resource02,task-23551,complete,Group 1
case-7273,T04 Determine confirmation of receipt,Resource02,2011/05/03 16:44:50.367,Variant 6,Internet,General,,Resource02,task-23552,complete,Group 3
case-7273,T05 Print and send confirmation of receipt,Resource02,2011/05/03 16:45:00.805,Variant 6,Internet,General,,Resource02,task-23554,complete,Group 2
case-7273,T10 Determine necessity to stop indication,Resource02,2011/05/04 09:33:53.315,Variant 6,Internet,General,,Resource02,task-23553,complete,Group 1
case-7273,End,End,2011/05/04 09:33:53.315,Variant 6,End,End,End,End,End,End,End
case-7274,Confirmation of receipt,Resource17,2011/05/02 10:19:19.171,Variant 1,Internet,General,,Resource17,task-22820,complete,Group 1
case-7274,T02 Check confirmation of receipt,Resource17,2011/05/02 10:19:31.927,Variant 1,Internet,General,,Resource17,task-22893,complete,Group 4
case-7274,T04 Determine confirmation of receipt,Resource17,2011/05/02 10:19:49.681,Variant 1,Internet,General,,Resource17,task-22895,complete,Group 3
case-7274,T05 Print and send confirmation of receipt,Resource17,2011/05/02 10:19:58.328,Variant 1,Internet,General,,Resource17,task-22896,complete,Group 2
case-7274,T06 Determine necessity of stop advice,Resource17,2011/05/02 10:20:09.013,Variant 1,Internet,General,,Resource17,task-22894,complete,Group 1
case-7274,T10 Determine necessity to stop indication,Resource17,2011/05/02 10:20:22.483,Variant 1,Internet,General,,Resource17,task-22898,complete,Group 1
case-7274,End,End,2011/05/02 10:20:22.483,Variant 1,End,End,End,End,End,End,End
case-7297,Confirmation of receipt,Resource01,2011/05/11 14:47:03.917,Variant 1,Internet,General,,Resource11,task-22862,complete,EMPTY
case-7297,T02 Check confirmation of receipt,Resource01,2011/05/11 14:47:21.641,Variant 1,Internet,General,,Resource11,task-24512,complete,Group 4
case-7297,T04 Determine confirmation of receipt,Resource01,2011/05/11 14:47:36.918,Variant 1,Internet,General,,Resource11,task-24514,complete,Group 3
case-7297,T05 Print and send confirmation of receipt,Resource01,2011/05/11 14:47:58.951,Variant 1,Internet,General,,Resource11,task-24515,complete,Group 2
case-7297,T06 Determine necessity of stop advice,Resource01,2011/05/18 15:41:52.854,Variant 1,Internet,General,,Resource11,task-24513,complete,Group 1
case-7297,T10 Determine necessity to stop indication,Resource01,2011/05/18 15:42:17.441,Variant 1,Internet,General,,Resource11,task-25512,complete,Group 1
case-7297,End,End,2011/05/18 15:42:17.441,Variant 1,End,End,End,End,End,End,End
case-7300,Confirmation of receipt,Resource04,2011/05/04 11:24:19.569,Variant 1,Internet,General,,Resource04,task-22914,complete,EMPTY
case-7300,T02 Check confirmation of receipt,Resource04,2011/05/04 11:24:34.134,Variant 1,Internet,General,,Resource04,task-23677,complete,Group 4
case-7300,T04 Determine confirmation of receipt,Resource04,2011/05/04 11:24:44.766,Variant 1,Internet,General,,Resource04,task-23679,complete,Group 3
